text,label
งั้นนักการเมืองคนไหนที่พูดว่า '' ประชาชนเป็นเจ้าของประเทศ ''  หมายความว่า โกหกทั้งเพสินะครับ พวกเราคงทำได้แค่เดินเข้าไปพร้อมกับข้อมูลที่นักการเมือง และนักวิชาการพูดใส่หูพวกเรา ก่อนจะมีการเลือกตั้งไม่กี่เดือน พอเลือกตั้งจบก็หมดหน้าที่ประชาชน วนลูปอยู่แบบนี้ใช่มั้ยครับ,0
เขาดูถูกคนอีสานคนเหนือว่าเราโง่..พวกเราช่วยกันเลือกพรรคเพื่อไทยเข้ามาเย๊อะๆให้มันรู้กันไปเลยว่าใครโง่ใครฉลาดกว่ากัน,0
าผัวทำตัวเป็นภาระขนาดจนต้องหาเลี้ยงผัว เอามาทำขี้เกลืออะไรล่ะ เลิกกกจ่ะ ไม่ให้เกียรติ แถมทำไรไม่เกรงใจ อย่าเอามาทำแนว ทำพันธุ์เลยอีดอก,1
ทุกองกรของกูหมด ไม่เลื่อกกูกูก็ชนะ,1
ท่าน ธนพร พูดฟังๆแล้ว เหมือนดูถูกประชาชน  แล้วจะรู้สึกว่าตัวเองออกมาพูดเพื่ออะไร,0
กูไม่เชื่อใครทั้งนั้นหละ วิเคราะห์ วิจารณ์กันไปพวกอนาจาร พวกนักวิชาเกินทั้งหลาย นักวิจารณ์วิจารณ์ตัวเองมั้งนะ,1
ถ้าไอ่ตูบอยู่ต่ออีกสมัยจะลาจากงานประจำไปเลี้ยงควายดีกว่า,1
โพลสลิ่มตอแหลมากกว่าไปไหนประชาชนเค้าด่ามันทั้งประเทศแล้วผลโพลมามาสำรวจแบบนี้มันโกหกทดเท็จชักอวยๆๆไอ้ตู่แบบไม่เห็นหัวประชาขน,1
ไอ้ดอกเตอรธนมรึงอย่าลืมย้อนมาดูคลิปนี้นะที่มรึงทำโพบนี้กูรอวันเลือกตั้งมือมันสั่นละอยากเบือกตั้งละ,1
เอาไอ้ตู่ควายโง่มาปล้นชาติปูทางให้พวกมิจฉาชีพให้พวกธุระกิจมืดธุระกิจตำรวจมาเฟียหากินกับยาเสพติดซะงั้น,1
ใครคิดเอาตู่ต่อก็ควายถ้าคิดไม่ได้8ปีที่ผ่านมาจะแบ่งเขตอย่างไงใครเาต่อตู่ก็ควาย,1
บื่อจังไอ้พวกหมอเดาประชาชนเขาตัดสินเองคุณ ใครก็ทำได้ถ้าคาดเดาอย่างพวกคุณ อย่าเป็นเทวดาตาทิพย์เลย เบื่อหวะ,1
เอาด็อกเตอร์มาเลียไอ้ตุบกลางรายการเลยนะพวกมึงสลิ่มเอ้ยน่าสมเพสพวกมึงจริงๆ,1
